id,module,name,file,doc,markers,status,message,duration
test_calculator.py::test_add_post_num,test_calculator,test_add_post_num,test_calculator.py,,,passed,,0.00016559999949095072
test_calculator.py::test_add_neg_num,test_calculator,test_add_neg_num,test_calculator.py,,,passed,,0.00012619999961316353
test_calculator.py::test_sub_ne_num,test_calculator,test_sub_ne_num,test_calculator.py,,,passed,,0.00011319999975967221
test_calculator.py::test_div_neg_num,test_calculator,test_div_neg_num,test_calculator.py,,,passed,,0.00011200000062672189
